idindikator;IDTer;nTer;mes;god;IDISCEDF;nISCEDF;vrednost
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2018;09;Здравство и социјална помоћ;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2018;10;Услуге;
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;0;Укупно;182716
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;01;Образовање;11009
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;02;Уметности и хуманистичке науке;20976
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;03;Друштвене науке, новинарство и информисање;21937
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;04;Пословање, администрација и право;31325
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;05;Природне науке, математика и статистика;11907
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;06;Информационе и комуникационе технологије (ИКТ);19829
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;07;Инжењерство, производња и грађевинарство;35788
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;4820
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;09;Здравство и социјална помоћ;8890
1104010103IND01;RS;РЕПУБЛИКА СРБИЈА;00;2019;10;Услуге;16235
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;0;Укупно;144990
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;01;Образовање;8356
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;02;Уметности и хуманистичке науке;18222
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;03;Друштвене науке, новинарство и информисање;19117
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;04;Пословање, администрација и право;23242
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;05;Природне науке, математика и статистика;10028
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;06;Информационе и комуникационе технологије (ИКТ);16623
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;07;Инжењерство, производња и грађевинарство;27379
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;4163
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;09;Здравство и социјална помоћ;5875
1104010103IND01;RS1;СРБИЈА – СЕВЕР;00;2019;10;Услуге;11985
1104010103IND01;RS11;Београдски регион;00;2019;0;Укупно;104889
1104010103IND01;RS11;Београдски регион;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS11;Београдски регион;00;2019;01;Образовање;5094
1104010103IND01;RS11;Београдски регион;00;2019;02;Уметности и хуманистичке науке;14388
1104010103IND01;RS11;Београдски регион;00;2019;03;Друштвене науке, новинарство и информисање;15674
1104010103IND01;RS11;Београдски регион;00;2019;04;Пословање, администрација и право;17335
1104010103IND01;RS11;Београдски регион;00;2019;05;Природне науке, математика и статистика;5591
1104010103IND01;RS11;Београдски регион;00;2019;06;Информационе и комуникационе технологије (ИКТ);11081
1104010103IND01;RS11;Београдски регион;00;2019;07;Инжењерство, производња и грађевинарство;18442
1104010103IND01;RS11;Београдски регион;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;2726
1104010103IND01;RS11;Београдски регион;00;2019;09;Здравство и социјална помоћ;4610
1104010103IND01;RS11;Београдски регион;00;2019;10;Услуге;9948
1104010103IND01;RS12;Регион Војводине;00;2019;0;Укупно;40101
1104010103IND01;RS12;Регион Војводине;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS12;Регион Војводине;00;2019;01;Образовање;3262
1104010103IND01;RS12;Регион Војводине;00;2019;02;Уметности и хуманистичке науке;3834
1104010103IND01;RS12;Регион Војводине;00;2019;03;Друштвене науке, новинарство и информисање;3443
1104010103IND01;RS12;Регион Војводине;00;2019;04;Пословање, администрација и право;5907
1104010103IND01;RS12;Регион Војводине;00;2019;05;Природне науке, математика и статистика;4437
1104010103IND01;RS12;Регион Војводине;00;2019;06;Информационе и комуникационе технологије (ИКТ);5542
1104010103IND01;RS12;Регион Војводине;00;2019;07;Инжењерство, производња и грађевинарство;8937
1104010103IND01;RS12;Регион Војводине;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;1437
1104010103IND01;RS12;Регион Војводине;00;2019;09;Здравство и социјална помоћ;1265
1104010103IND01;RS12;Регион Војводине;00;2019;10;Услуге;2037
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;0;Укупно;37726
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;01;Образовање;2653
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;02;Уметности и хуманистичке науке;2754
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;03;Друштвене науке, новинарство и информисање;2820
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;04;Пословање, администрација и право;8083
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;05;Природне науке, математика и статистика;1879
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;06;Информационе и комуникационе технологије (ИКТ);3206
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;07;Инжењерство, производња и грађевинарство;8409
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;657
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;09;Здравство и социјална помоћ;3015
1104010103IND01;RS2;СРБИЈА – ЈУГ;00;2019;10;Услуге;4250
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;0;Укупно;19060
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;01;Образовање;1863
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;02;Уметности и хуманистичке науке;1648
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;03;Друштвене науке, новинарство и информисање;1234
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;04;Пословање, администрација и право;3707
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;05;Природне науке, математика и статистика;1080
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;06;Информационе и комуникационе технологије (ИКТ);2522
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;07;Инжењерство, производња и грађевинарство;3065
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;390
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;09;Здравство и социјална помоћ;2089
1104010103IND01;RS21;Регион Шумадије и Западне Србије;00;2019;10;Услуге;1462
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;0;Укупно;18666
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;00;Генерички програми и квалификације;0
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;01;Образовање;790
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;02;Уметности и хуманистичке науке;1106
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;03;Друштвене науке, новинарство и информисање;1586
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;04;Пословање, администрација и право;4376
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;05;Природне науке, математика и статистика;799
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;06;Информационе и комуникационе технологије (ИКТ);684
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;07;Инжењерство, производња и грађевинарство;5344
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;267
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;09;Здравство и социјална помоћ;926
1104010103IND01;RS22;Регион Јужне и Источне Србије;00;2019;10;Услуге;2788
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;0;Укупно;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;00;Генерички програми и квалификације;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;01;Образовање;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;02;Уметности и хуманистичке науке;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;03;Друштвене науке, новинарство и информисање;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;04;Пословање, администрација и право;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;05;Природне науке, математика и статистика;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;06;Информационе и комуникационе технологије (ИКТ);
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;07;Инжењерство, производња и грађевинарство;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;08;Пољопривреда, шумарство, рибарство и ветерина;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;09;Здравство и социјална помоћ;
1104010103IND01;RS23;Регион Косовo и Метохијa;00;2019;10;Услуге;
